filename,class,planet_label,has_planet,has_activity,flux_mean,flux_std,amplitude,n_points,planet_radius,orbital_period,impact_parameter,flare_amplitude,spot_radius_mean,spot_latitude_mean,spot_lifetime_mean,stellar_rotation_period,tau
0000000072.dat,0,0,0,0,4.242854169281532,252.65371491583556,2315.5418217034357,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.505,0.0
0000000073.dat,0,0,0,0,-1.015508208373639,645.1237021263979,6020.524313202427,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.998,0.0
0000000074.dat,0,0,0,0,-3.3322859274620065,550.8845458267109,5108.841861695524,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.872,0.0
0000000075.dat,0,0,0,0,-11.84577011756126,590.450987682779,5127.525636525937,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.447,0.0
0000000076.dat,0,0,0,0,3.1882358532303035,661.6880595846943,6107.557735548344,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.859,0.0
0000000077.dat,0,0,0,0,-2.880744559568126,220.47772615084435,1951.2053579012247,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.293,0.0
0000000078.dat,0,0,0,0,-11.915727584201493,374.0490236746438,3170.0944548114267,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49,0.0
0000000079.dat,0,0,0,0,28.243909072383335,704.2450642741237,3850.588790674121,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.193,0.0
0000000080.dat,0,0,0,0,1.9432787957393889,618.4388962262625,5725.759166543257,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.899,0.0
0000000081.dat,0,0,0,0,-15.005842801796229,655.8441409025647,5516.829468913427,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.946,0.0
0000000082.dat,0,0,0,0,12.160788820870573,458.8391078006699,3568.991695467848,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.36,0.0
0000000083.dat,0,0,0,0,1.618638876107991,222.76430814008881,2076.614219385052,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.902,0.0
0000000084.dat,0,0,0,0,2.77407875462247,320.04878716184623,3035.408772942023,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15,0.0
0000000085.dat,0,0,0,0,0.3075653883795978,260.0659129946124,2392.7212579145507,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.018,0.0
0000000086.dat,0,0,0,0,-3.3109460234441577,584.2162400723988,5067.787441051227,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.387,0.0
0000000087.dat,0,0,0,0,-3.879722501485089,438.62242623125985,4059.615794007381,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.591,0.0
0000000088.dat,0,0,0,0,5.838717125224388,712.6875179077147,6557.55226600486,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.854,0.0
0000000089.dat,0,0,0,0,4.93917566681475,419.45706374545216,3862.0773791260826,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.446,0.0
0000000090.dat,0,0,0,0,1.6185519202338006,222.76668874616215,2073.637233398378,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,0.0
0000000091.dat,0,0,0,0,-18.36218310904652,516.4109998013857,4669.018398174185,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.837,0.0
0000000092.dat,0,0,0,0,-3.331934337150193,550.8900379935964,5109.9747106653485,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.33,0.0
0000000093.dat,0,0,0,0,6.158190471737133,455.54799482467627,3951.434465817962,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.846,0.0
0000000094.dat,0,0,0,0,3.187947338341358,661.6839337596061,6126.663959541542,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.963,0.0
0000000095.dat,0,0,0,0,4.010458927143521,390.17307300507025,3706.4136286088,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.396,0.0
0000000096.dat,0,0,0,0,4.010366802768044,390.1703827730466,3710.012983803158,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.877,0.0
0000000097.dat,0,0,0,0,20.185387650636702,502.52623953818045,3865.1026374040866,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.133,0.0
0000000098.dat,0,0,0,0,11.342049798578396,238.63845548940398,2093.035875152781,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.365,0.0
0000000099.dat,0,0,0,0,-1.5027556967918767,221.6691084653753,1965.421948473461,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.646,0.0
0000000100.dat,0,0,0,0,-2.880410962571879,220.4875637890449,1953.9475995589,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.578,0.0
0000000101.dat,0,0,0,0,-3.879774751408858,438.62108960959785,4061.1517264751246,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.412,0.0
0000000102.dat,0,0,0,0,2.7740950000784848,320.0567655600789,3042.297757709085,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.467,0.0
0000000103.dat,0,0,0,0,4.010713314816168,390.17599136493124,3700.966687996489,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.073,0.0
0000000104.dat,0,0,0,0,3.850102884626213,648.0256070151502,6217.612564487987,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764,0.0
0000000105.dat,0,0,0,0,24.59190764032497,509.6364700896571,3560.3462707562658,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.06,0.0
0000000106.dat,0,0,0,0,20.18538730909969,502.5246018270112,3865.964886303359,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.663,0.0
0000000107.dat,0,0,0,0,-1.5665380223071983,529.8281716019212,4982.467454452161,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.644,0.0
0000000108.dat,0,0,0,0,-0.2374653641442443,256.0783279713599,2405.2845570579157,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.506,0.0
0000000109.dat,0,0,0,0,-2.880715640864388,220.48096911301016,1952.7468091268126,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.387,0.0
0000000110.dat,0,0,0,0,0.3075722328518897,260.06770406044126,2392.552281033078,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.704,0.0
0000000111.dat,0,0,0,0,1.6182088171667113,222.75721646265427,2079.786704599573,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.082,0.0
0000000112.dat,0,0,0,0,-15.236450474582508,861.6763239179492,7504.835782196968,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.456,0.0
0000000113.dat,0,0,0,0,-1.0151798191121464,645.127979457868,6013.342735674791,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.64,0.0
0000000114.dat,0,0,0,0,-2.5354889756813135,429.95842848649636,3743.4768682130343,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.537,0.0
0000000115.dat,0,0,0,0,3.8497696124654386,648.0208386119639,6206.838945827822,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.653,0.0
0000000116.dat,0,0,0,0,3.188273116526457,661.6877794778228,6107.418489845539,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.03,0.0
0000000117.dat,0,0,0,0,4.408855562739989,272.7520904001038,2584.499644726156,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.634,0.0
0000000118.dat,0,0,0,0,14.339356345495291,1172.2795975037618,8550.256786774355,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.895,0.0
0000000119.dat,0,0,0,0,-5.175808330303254,400.8314145046635,3475.177466070845,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.734,0.0
0000000120.dat,0,0,0,0,-1.0151402704408157,645.1282898918729,6015.745614202266,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.519,0.0
0000000121.dat,0,0,0,0,5.838753855658772,712.6856111479989,6560.520070180709,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.456,0.0
0000000122.dat,0,0,0,0,2.774185254076041,320.05780616838956,3038.168664580621,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.361,0.0
0000000123.dat,0,0,0,0,28.243747160535115,704.2440830626098,3846.8930772356107,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.075,0.0
0000000124.dat,0,0,0,0,-0.23734197193182735,256.0781846628714,2397.008748570813,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0
0000000125.dat,0,0,0,0,20.185185580099994,502.5248312912956,3876.429870271023,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.974,0.0
0000000126.dat,0,0,0,0,-1.015372983792749,645.1248413293592,6014.985239769575,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.122,0.0
0000000127.dat,0,0,0,0,1.9434540979330364,618.4287601092705,5724.655901015471,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.582,0.0
0000000128.dat,0,0,0,0,-1.8053068686989349,203.19498809351649,1917.6922428100577,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.362,0.0
0000000129.dat,0,0,0,0,-15.005520160255594,655.8493714173762,5504.520429978718,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.046,0.0
0000000130.dat,0,0,0,0,4.01072955769788,390.1687867623204,3713.142540751127,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.954,0.0
0000000131.dat,0,0,0,0,2.359721612140853,246.33591100160734,2224.917627096696,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.418,0.0
0000000132.dat,0,0,0,0,1.6183110286222457,222.76157112472487,2075.910976390349,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.724,0.0
0000000133.dat,0,0,0,0,-11.915732393904806,374.04826176356386,3179.7459912426766,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.937,0.0
0000000134.dat,0,0,0,0,5.8387219356476185,712.6871666697699,6557.147913154347,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.377,0.0
0000000135.dat,0,0,0,0,0.30736245930395706,260.0632832277952,2393.4123892194966,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.087,0.0
0000000136.dat,0,0,0,0,-15.005695981660178,655.8473210323875,5511.649532859592,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.051,0.0
0000000137.dat,0,0,0,0,3.188252984800559,661.6878126733693,6107.273414512323,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.436,0.0
0000000138.dat,0,0,0,0,-3.8620985740589386,343.27259572548064,3121.904960824831,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.765,0.0
0000000139.dat,0,0,0,0,18.225601433711685,957.2150042561585,8574.818209772999,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.171,0.0
0000000140.dat,0,0,0,0,-316.1234539727631,6344.13241394474,26190.078842973977,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.763,0.0
0000000141.dat,0,0,0,0,24.592017342514715,509.63726336794946,3561.73948480013,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.315,0.0
0000000142.dat,0,0,0,0,-8.807410804210628,419.08025155348207,3693.6899464745193,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0
0000000143.dat,0,0,0,0,12.160653174856533,458.84444336676154,3565.912305454462,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41,0.0
0000000144.dat,0,0,0,0,4.408897120073537,272.7538188592807,2585.446661324098,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,0.0
0000000145.dat,0,0,0,0,-7.554991127637138,289.88980778505527,2208.483495606127,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.269,0.0
0000000146.dat,0,0,0,0,-3.879967103760104,438.6171519447345,4064.494637474001,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,0.0
0000000147.dat,0,0,0,0,-8.807638470299777,419.075043243858,3696.850399486806,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.725,0.0
0000000148.dat,0,0,0,0,-2.880774752099029,220.47685537172512,1951.7435852718504,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.772,0.0
0000000149.dat,0,0,0,0,1.9593326934254374,261.44806786788854,2459.887639588964,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.864,0.0
0000000150.dat,0,0,0,0,3.850101555502719,648.0253946249385,6219.75967626727,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.578,0.0
0000000151.dat,0,0,0,0,30.04110948559299,1101.7514316607796,5074.080099961799,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.564,0.0
0000000152.dat,0,0,0,0,-2.8806532391387143,220.48160477578526,1955.2272140979235,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.631,0.0
0000000153.dat,0,0,0,0,4.010329047380527,390.16914709539213,3706.901227897283,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.661,0.0
0000000154.dat,0,0,0,0,-28.248694151169904,883.0224582828813,7727.908481489507,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.001,0.0
0000000155.dat,0,0,0,0,30.041313342441693,1101.7529129687252,5075.646277201084,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.388,0.0
0000000156.dat,0,0,0,0,-3.879795876912127,438.6218195860292,4062.884358086682,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,0.0
0000000157.dat,0,0,0,0,-3.331935190698511,550.8854466617522,5110.392146327653,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.271,0.0
0000000158.dat,0,0,0,0,-0.23756280936704122,256.07663439838234,2405.597828002574,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.635,0.0
0000000159.dat,0,0,0,0,-11.845353003760572,590.4565938458603,5118.575329263433,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.282,0.0
0000000160.dat,0,0,0,0,2.586453983718436,289.96926692470544,2668.3079010262572,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.983,0.0
0000000161.dat,0,0,0,0,-2.5355106295115646,429.95838999159406,3743.363640876273,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.752,0.0
0000000162.dat,0,0,0,0,-2.535357497527928,429.9591038120042,3743.495759786228,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.765,0.0
0000000163.dat,0,0,0,0,-5.175817373141922,400.8372723289429,3479.64085505098,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.336,0.0
0000000164.dat,0,0,0,0,-4.264439370578407,223.23539461163128,2079.871235197641,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.796,0.0
0000000165.dat,0,0,0,0,-1.0152092808184743,645.12803393806,6013.8337666561565,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.211,0.0
0000000166.dat,0,0,0,0,0.3074427588716846,260.0662947314777,2394.7186291809103,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,0.0
0000000167.dat,0,0,0,0,4.4088689571667,272.7535328408461,2586.112909987374,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.217,0.0
0000000168.dat,0,0,0,0,-7.554681897999124,289.89662850657265,2206.793998688709,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.813,0.0
0000000169.dat,0,0,0,0,-8.80745930970607,419.07934884343354,3697.299322692258,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.809,0.0
0000000170.dat,0,0,0,0,-18.361935549280837,516.4150710418953,4667.475908056893,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.789,0.0
0000000171.dat,0,0,0,0,-1.4819339628637145,171.5287276266709,1632.4076423849115,899517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.74,0.0
